"","Ids","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1135",1135,60,4,57,8773,2,1.74,1,2,1,5,1,9,3,3,1,6,6,5,1997,1997,2,2,13,14,3,0,4,5,3,3,4,1,6,0,6,0,916,916,2,3,2,5,916,684,0,1600,0,0,2,1,3,1,4,7,7,1,5,2,1997,1,2,460,5,5,3,100,38,0,0,0,0,2.386,1.92283333333333,2.941,0,8,2007,9,5,169000
"1136",1136,30,5,60,6180,2,1.18,4,4,1,1,1,4,3,3,1,3,6,5,1926,1950,2,2,14,15,3,0,4,5,1,4,4,4,6,0,6,0,960,960,2,5,1,5,986,0,0,986,0,0,1,0,2,1,4,5,7,1,3,6,1926,3,1,180,5,5,3,0,128,0,0,0,0,2.407,2.7686,2.729,0,5,2007,9,5,102000
"1137",1137,50,4,80,9600,2,1.129,4,4,1,5,1,13,3,3,1,1,6,5,1950,1950,2,2,13,14,3,0,4,5,2,4,4,4,2,280,6,0,752,1032,2,5,2,1,1032,220,0,1252,0,0,1,0,3,1,4,6,7,0,3.158,2,1950,3,1,288,5,5,3,0,0,96,0,0,0,2.34,2.872,2.791,0,4,2008,9,1,119000
"1138",1138,50,4,54,6342,2,1.088,4,4,1,5,1,19,2,3,1,1,5,8,1875,1996,2,2,13,14,3,0,4,3,2,4,4,4,6,0,6,0,780,780,2,3,1,5,780,240,0,1020,0,0,1,0,2,1,4,6,7,0,3.386,5.368,1936.24783333333,2.914,0,0,3.47033333333333,3.9015,1,0,0,176,0,0,0,2.344,2.738,2.659,0,5,2010,9,5,94000
"1139",1139,20,4,78.6211666666667,9819,2,1.734,1,4,1,5,2,12,3,3,1,3,6,5,1977,1977,2,2,10,8,3,0,4,5,3,4,4,2,1,1567,6,0,0,1567,2,5,2,5,1567,0,0,1567,1,0,2,0,2,1,3,5,7,2,5,2,1977,2,2,714,5,5,3,264,32,0,0,0,0,2.274,1.97,2.942,0,5,2009,9,5,196000
"1140",1140,30,4,98,8731,2,1.308,1,4,1,5,1,4,3,3,1,3,5,5,1920,1950,2,2,12,13,3,0,4,2,1,4,4,4,2,645,6,0,270,915,2,5,2,5,1167,0,0,1167,0,0,1,0,3,1,4,6,1,1,3,6,1972,3,2,495,5,5,3,0,0,216,0,126,0,2.295,2.751,2.821,0,5,2007,9,5,144000
"1141",1141,20,4,60,7350,2,1.169,4,4,1,1,1,13,3,3,1,3,5,7,1951,1951,2,2,7,7,3,0,4,5,2,4,4,3,1,852,6,0,100,952,2,5,2,5,952,0,0,952,1,0,1,0,2,1,4,4,7,0,3.199,6,1988,3,2,840,5,5,3,0,0,0,0,0,0,2.18,2.9085,2.778,0,6,2008,1,1,139000
"1142",1142,60,4,75.6183333333333,10304,2,1.285,1,4,1,2,1,17,5,3,1,6,5,7,1976,1976,2,2,10,11,2,44,4,3,2,4,4,4,1,381,6,0,399,780,2,1,2,5,1088,780,0,1868,1,0,2,1,4,1,3,9,7,1,5,2,1976,3,2,484,5,5,3,448,96,0,0,0,0,2.332,2.54,2.921,0,10,2009,9,5,197500
"1143",1143,60,4,77,9965,2,1.811,4,4,1,5,1,6,3,3,1,6,8,5,2006,2007,4,2,13,14,4,340,3,5,3,1,4,2,3,1150,6,0,316,1466,2,1,2,5,1466,1362,0,2828,1,0,3,0,4,1,3,11,7,1,5,4,2006,2,3,1052,5,5,3,125,144,0,0,0,0,1.977,1.959,3.075,0,4,2007,7,6,424870
"1144",1144,20,4,66.8745,9000,2,1.162,4,4,1,5,1,19,3,3,1,3,5,3,1959,1959,2,2,14,11,3,0,4,5,2,4,4,4,3,288,6,0,718,1006,2,5,2,5,1006,0,0,1006,0,0,1,0,3,1,4,5,7,0,4.17866666666667,4.077,1957.40016666667,2.85,0,0,3.844,4.224,3,0,24,0,0,0,0,2.329,2.794,2.914,0,7,2008,9,5,80000
"1145",1145,190,4,60,12180,2,1.168,4,4,1,5,1,8,3,3,2,1,4,4,1941,1950,2,2,9,9,3,0,4,2,1,3,4,4,2,348,6,0,324,672,4,2,1,1,672,252,0,924,1,0,1,0,2,1,2,5,7,0,3.462,6,1941,3,1,280,5,5,3,0,0,0,0,0,0,2.388,3,2.635,0,7,2010,9,5,80000
"1146",1146,50,5,52,6240,2,1.585,4,4,1,5,1,4,3,3,1,1,5,6,1928,1950,2,2,9,9,3,0,4,5,1,4,4,4,6,0,6,0,1042,1042,2,1,2,5,1042,534,0,1576,0,0,1,0,3,1,4,8,7,1,3,6,1928,3,1,225,5,5,3,0,0,0,0,0,0,2.47,2.146,2.754,0,8,2006,9,4,149000
"1147",1147,20,4,76.241,11200,2,1.701,4,4,1,5,1,20,3,3,1,3,6,5,1985,1985,2,2,14,16,2,85,3,5,2,3,4,4,3,1258,6,0,40,1298,2,5,2,5,1298,0,0,1298,1,0,2,0,3,1,3,5,7,1,5,2,1985,3,2,403,5,5,3,165,26,0,0,0,0,2.09,1.769,2.902,0,5,2006,9,5,180000
"1148",1148,70,4,75,12000,2,1.216,4,1,1,5,1,7,3,3,1,6,7,7,1941,1950,2,2,9,9,3,0,4,5,2,4,4,4,5,275,6,0,429,704,2,1,2,5,860,704,0,1564,0,0,1,1,3,1,2,7,7,1,3,2,1941,3,1,234,5,5,3,0,0,0,0,0,0,2.463,2.64266666666667,2.664,0,7,2009,9,5,174500
"1149",1149,50,5,53.467,5700,2,1.102,4,4,1,5,1,18,3,3,1,1,7,7,1926,1950,2,2,14,15,3,0,4,5,3,4,4,4,6,0,6,0,572,572,2,5,2,5,572,539,0,1111,0,0,1,0,2,1,4,5,7,1,3,6,1982,3,1,288,5,5,3,0,0,176,0,0,0,2.368,2.47766666666667,2.796,0,8,2008,9,5,116900
"1150",1150,70,5,50,9000,2,1.12,4,4,1,5,1,18,1,3,1,6,7,9,1920,1988,4,2,13,14,3,0,4,3,3,4,4,4,1,624,6,0,26,650,2,1,2,5,832,650,0,1482,0,1,1,0,3,1,4,7,7,0,3.311,6,1930,3,2,324,5,5,3,0,0,0,0,0,0,2.159,2.6,2.752,0,7,2009,9,5,143000
"1151",1151,20,4,57,8280,2,1.436,1,4,1,5,1,13,3,3,1,3,6,5,1950,1950,2,2,4,4,3,0,4,5,2,4,4,4,6,0,6,0,932,932,2,1,2,1,932,0,0,932,0,0,1,0,2,1,3,4,7,1,3,2,1950,3,1,306,5,5,3,0,0,214,0,0,0,2.414,1,2.671,0,11,2007,9,5,124000
"1152",1152,20,4,134,17755,2,1.679,4,4,1,5,1,8,3,3,1,3,5,4,1959,1959,2,2,7,11,2,132,4,5,2,4,4,4,2,176,6,0,1290,1466,2,5,2,5,1466,0,0,1466,0,0,1,1,3,1,2,6,7,2,3,2,1959,1,2,528,5,5,3,0,140,0,0,100,0,2.437,2.028,2.805,0,11,2006,9,5,149900
"1153",1153,20,4,90,14115,2,1.729,1,4,1,5,1,7,3,3,1,3,6,7,1956,2004,2,2,11,12,3,0,4,5,3,4,4,4,1,296,3,547,230,1073,2,1,2,5,1811,0,0,1811,0,0,1,0,2,1,1,6,7,1,3,2,1956,1,2,470,5,5,3,0,0,280,0,0,0,2.123,1.759,2.929,0,7,2006,9,1,230000
"1154",1154,30,5,57.7354,5890,2,1.196,4,4,1,1,1,10,3,3,1,3,6,8,1930,2007,2,2,14,15,3,0,3,3,1,4,4,1,1,538,6,0,278,816,2,1,2,5,816,0,0,816,0,0,1,0,2,1,4,5,7,0,2.927,6,2002,3,1,432,5,5,3,0,0,96,0,0,0,2.306,2.735,2.652,0,6,2008,9,5,120500
"1155",1155,60,4,82.2957,13700,2,1.652,1,4,1,5,1,13,3,3,1,6,7,6,1965,1988,2,2,13,14,4,288,4,5,2,4,4,2,1,454,6,0,410,864,2,5,2,5,902,918,0,1820,0,0,1,2,4,1,3,8,7,2,3,2,1965,3,2,492,5,5,3,60,84,0,0,273,0,2.352,1,2.778,0,5,2008,9,5,201800
"1156",1156,20,4,90,10768,2,1.742,1,4,1,1,1,25,3,3,1,3,5,8,1976,2004,2,2,10,11,3,0,3,3,2,3,4,2,1,1157,6,0,280,1437,2,5,2,5,1437,0,0,1437,1,0,2,0,3,1,3,6,7,1,2,2,1976,2,2,528,5,5,3,0,21,0,0,180,0,2.154,1.907,2.715,0,7,2007,9,5,218000
"1157",1157,80,4,85,9350,2,1.429,4,4,1,5,1,13,3,3,1,8,5,8,1965,1999,2,2,4,4,3,0,4,3,3,4,4,2,1,633,6,0,586,1219,2,3,2,5,1265,0,0,1265,0,1,2,0,3,1,3,6,7,1,3,2,1965,2,2,502,5,5,3,0,92,0,96,0,0,2.402,3,2.758,0,10,2008,9,5,179900
"1158",1158,120,4,34,5001,2,1.887,1,4,1,5,1,16,3,3,4,3,7,5,2007,2008,2,2,13,14,4,166,3,5,3,3,4,4,3,904,6,0,410,1314,2,1,2,5,1314,0,0,1314,1,0,2,0,2,1,3,6,7,1,3,2,2008,2,2,626,5,5,3,172,62,0,0,0,0,2.258,1.737,2.772,0,7,2009,9,5,230000
"1159",1159,20,4,92,11932,2,1.879,4,4,1,3,1,21,2,3,1,3,8,5,2007,2008,2,2,13,14,4,186,3,5,3,3,4,4,6,0,6,0,1580,1580,2,1,2,5,1580,0,0,1580,0,0,2,0,3,1,3,7,7,0,3.046,2,2008,2,3,830,5,5,3,0,24,0,0,0,0,2.17,1.793,2.859,0,6,2008,3,6,235128
"1160",1160,60,4,76,9120,2,1.749,4,4,1,5,1,17,3,3,1,6,6,6,1974,1974,4,2,7,7,2,270,3,5,2,4,4,4,1,442,6,0,459,901,2,5,2,5,943,933,0,1876,0,0,2,1,4,1,3,8,7,1,5,2,1974,2,2,540,3,5,3,0,69,0,0,0,0,2.306,1.577,2.917,0,7,2008,9,5,185000
"1161",1161,160,4,24,2280,2,1.681,4,4,1,5,1,15,3,3,4,6,6,5,1978,1978,2,2,10,3,3,0,4,5,2,3,4,4,1,311,6,0,544,855,2,2,2,5,855,601,0,1456,0,0,2,1,3,1,4,7,7,1,5,2,1978,3,2,440,5,5,3,26,0,0,0,0,0,2.423,1.668,2.841,0,7,2010,9,5,146000
"1162",1162,20,4,78.71,14778,2,1.748,1,3,1,2,1,7,5,3,1,3,6,7,1954,2006,4,2,7,7,2,72,3,5,2,4,4,4,2,728,6,0,568,1296,2,1,2,5,1640,0,0,1640,1,0,1,0,3,1,3,7,7,1,3,6,1993,3,2,924,5,5,3,108,0,0,216,0,0,2.319,1.792,2.793,0,11,2008,9,5,224000
"1163",1163,20,4,109,8724,2,1.263,4,4,1,5,1,19,3,3,1,3,5,5,1968,1968,2,2,13,14,3,0,4,5,2,3,4,4,2,492,6,0,402,894,2,3,2,5,894,0,0,894,0,0,1,0,3,1,4,5,7,1,4,2,1968,1,2,450,5,5,3,0,0,0,0,0,0,2.32,2.939,2.955,0,5,2007,9,5,129000
"1164",1164,90,4,60,12900,2,1.191,4,4,1,5,1,19,2,3,3,7,4,4,1969,1969,2,2,10,11,3,0,4,5,2,3,4,1,3,1198,6,0,0,1198,2,5,2,5,1258,0,0,1258,2,0,0,2,0,2,4,6,7,0,3.879,5,1969,3,2,400,2,5,3,120,0,0,0,0,0,2.282,2.5135,2.737,0,1,2008,9,3,108959
"1165",1165,80,4,79.195,16157,2,1.627,1,4,1,3,1,25,2,3,1,8,5,7,1978,1978,2,2,10,11,3,0,4,5,3,3,4,2,1,680,5,391,289,1360,2,1,2,5,1432,0,0,1432,1,0,1,1,2,1,3,5,7,1,5,2,1978,3,2,588,5,5,3,168,180,0,0,0,0,2.157,1.798,2.998,0,6,2007,9,5,194000
"1166",1166,20,4,79,9541,2,1.868,1,4,1,5,1,16,3,3,1,3,7,5,2009,2009,2,2,13,14,4,268,3,5,3,3,4,4,6,0,6,0,1502,1502,2,1,2,5,1502,0,0,1502,0,0,2,0,3,1,3,7,7,0,3.052,2,2009,2,2,644,5,5,3,0,114,0,0,0,0,2.269,1.752,2.886,0,9,2009,7,6,233170
"1167",1167,20,4,64,10475,2,1.885,1,4,1,1,1,6,3,3,1,3,8,5,2008,2008,2,2,13,14,4,72,3,5,3,3,4,1,6,0,6,0,1694,1694,2,1,2,5,1694,0,0,1694,0,0,2,0,3,1,3,7,7,0,3.083,2,2008,2,3,776,5,5,3,160,33,0,0,0,0,2.302,1.876,2.851,0,2,2010,9,5,245350
"1168",1168,60,4,58,10852,2,1.756,1,4,1,5,1,9,7,3,1,6,6,5,2000,2000,2,2,13,14,3,0,4,5,3,3,4,4,3,786,6,0,173,959,2,1,2,5,959,712,0,1671,1,0,2,1,3,1,4,7,7,1,5,2,2000,1,2,472,5,5,3,0,38,0,0,0,0,2.187,1.98083333333333,2.958,0,2,2006,9,5,173000
"1169",1169,70,4,120,13728,2,1.671,4,4,1,1,1,8,3,3,1,6,6,7,1935,1986,4,2,12,13,3,0,4,5,2,4,4,4,5,626,6,0,501,1127,2,1,2,5,1236,872,0,2108,0,0,2,0,4,1,3,7,7,2,5,3,1935,3,2,540,5,5,3,0,0,0,0,90,0,2.263,1.656,2.902,0,7,2008,9,5,235000
"1170",1170,60,4,118,35760,2,1.761,1,4,1,2,1,14,3,3,1,6,10,5,1995,1996,4,2,7,7,2,1378,3,3,3,1,4,2,3,1387,6,0,543,1930,2,1,2,5,1831,1796,0,3627,1,0,3,1,4,1,3,10,7,1,5,2,1995,1,3,807,5,5,3,361,76,0,0,0,0,1.944,1.957,3.007,0,7,2006,9,5,625000
"1171",1171,80,4,76,9880,2,1.637,4,4,1,5,1,12,3,3,1,8,6,6,1977,1977,2,2,10,11,3,0,4,5,2,4,4,1,1,522,6,0,574,1096,2,5,2,5,1118,0,0,1118,1,0,1,0,3,1,4,6,7,1,4,2,1977,1,1,358,5,5,3,203,0,0,0,0,576,3,1,2.985,0,7,2008,9,5,171000
"1172",1172,20,4,76,9120,2,1.664,4,4,1,5,1,13,3,3,1,3,6,6,1958,1958,4,2,9,9,3,0,4,5,2,4,4,4,1,662,6,0,599,1261,2,1,2,5,1261,0,0,1261,1,0,1,0,3,1,4,6,7,1,5,2,1958,2,2,433,5,5,3,0,0,0,0,288,0,2.382,1.861,3,1400,11,2008,9,5,163000
"1173",1173,160,2,35,4017,2,2,1,4,1,5,1,21,3,3,5,6,7,5,2006,2007,2,2,9,9,3,0,3,5,3,3,4,4,6,0,6,0,625,625,2,1,2,5,625,625,0,1250,0,0,2,1,2,1,3,5,7,0,3.302,6,2006,1,2,625,5,5,3,0,54,0,0,0,0,2.318,1.82183333333333,2.725,0,3,2008,9,5,171900
"1174",1174,50,4,138,18030,2,1.485,1,1,1,5,1,5,3,3,1,1,5,6,1946,1994,2,2,9,9,3,0,4,5,2,4,4,4,5,152,2,469,977,1598,2,5,2,5,1636,971,479,3086,0,0,3,0,3,1,1,12,1,1,3,3.414,1951.8585,2.4036,0,0,4.334,4.405,3,122,0,0,0,0,0,2.253,3,2.895,0,3,2007,9,5,200500
"1175",1175,70,4,80,16560,2,1.614,1,4,1,5,1,7,3,3,1,6,6,8,1932,1950,2,2,14,15,3,0,4,5,1,3,4,4,5,503,6,0,449,952,2,5,2,5,1170,1175,0,2345,0,0,2,1,4,1,4,9,7,1,3,6,1932,3,2,360,5,5,3,0,0,0,0,0,0,2.311,1.598,2.748,0,7,2006,9,5,239000
"1176",1176,50,4,85,10678,2,1.792,4,4,1,5,1,14,3,3,1,1,8,5,1992,2000,4,2,7,7,2,337,3,5,3,3,4,4,3,700,6,0,983,1683,2,1,2,5,2129,743,0,2872,0,0,2,1,4,1,3,9,7,1,5,2,1992,1,2,541,5,5,3,0,33,0,0,0,0,2.08,1.937,2.974,0,4,2007,9,5,285000
"1177",1177,20,4,37,6951,2,1.192,1,4,1,2,1,12,3,3,1,3,5,5,1984,1985,2,2,7,11,3,0,4,5,2,4,4,4,1,658,6,0,218,876,2,5,2,5,923,0,0,923,1,0,1,0,3,1,4,5,7,0,2.945,2,1984,3,1,264,5,5,3,362,0,0,0,0,0,2.397,3,2.719,0,10,2008,9,5,119500
"1178",1178,50,5,54.354,3950,2,1,4,1,1,5,1,18,1,3,1,1,6,8,1926,2004,2,2,9,9,3,0,4,5,2,4,4,4,5,468,6,0,350,818,2,5,2,5,818,406,0,1224,0,0,1,0,3,1,4,5,7,0,3.167,6,1926,3,1,210,5,5,1,0,0,116,0,0,0,2.314,2.85533333333333,2.656,0,12,2009,9,5,115000
"1179",1179,50,4,54,7681,2,1.134,1,4,1,3,1,7,3,3,1,1,5,6,1921,1950,2,2,14,15,3,0,4,5,1,4,4,4,6,0,6,0,731,731,2,1,2,5,820,523,0,1343,0,0,1,1,3,1,4,7,7,1,3,6,1921,3,1,186,2,5,3,192,0,102,0,0,0,2.473,2.664,2.757,0,7,2009,9,5,154900
"1180",1180,20,4,77,8335,2,1.265,4,4,1,1,1,8,3,3,1,3,5,5,1954,1954,2,2,14,15,3,0,4,5,4,3.60933333333333,3.59133333333333,3.32375,5.032,0,5.748,0,0,0,2,3,2,5,1124,0,0,1124,0,0,1,0,3,1,4,5,4,1,3,3.9515,1947.48225,2.586,0,0,4.099,4.383,1,0,36,190,0,0,0,2.283,2.566,2.747,0,4,2006,9,5,93000
"1181",1181,60,4,92.2805,11170,2,1.803,2,4,1,1,1,24,3,3,1,6,7,5,1990,1991,2,2,9,9,3,0,4,5,6,3,4,4,4,1216,6,0,0,1216,2,1,2,5,1298,1216,0,2514,0,0,2,1,4,1,4,8,7,0,4.30175,2,1990,1,2,693,5,5,3,0,0,0,0,0,0,1.914,1,2.943,0,4,2006,9,5,250000
"1182",1182,120,5,64,5587,2,1.855,1,2,1,5,2,7,3,3,5,3,8,5,2008,2008,4,2,6,6,4,186,1,5,3,1,4,2,3,1480,6,0,120,1600,2,1,2,5,1652,0,0,1652,1,1,2,0,2,1,3,5,7,1,3,2,2008,1,2,482,5,5,3,162,53,0,153,0,0,2.283,1.959,2.781,0,11,2008,7,6,392500
"1183",1183,60,4,160,15623,2,1.533,1,4,1,1,1,14,3,3,1,6,10,5,1996,1996,4,2,14,8,3,0,3,5,3,1,4,1,3,2096,6,0,300,2396,2,1,2,5,2411,2065,0,4476,1,0,3,1,4,1,1,10,7,2,5,2,1996,1,3,813,5,5,3,171,78,0,0,0,555,1,3,3.129,0,7,2007,9,1,745000
"1184",1184,30,4,60,10800,2,1,4,4,1,5,1,18,3,3,1,3,5,6,1920,1950,4,2,12,13,3,0,4,5,1,4,4,4,5,821,6,0,299,1120,2,1,2,5,1130,0,0,1130,1,0,1,0,2,1,4,5,7,1,3,6,1970,3,2,720,5,5,3,229,0,0,0,0,0,2.229,2.8265,2.843,0,6,2006,9,5,120000
"1185",1185,20,4,50,35133,1,1.729,4,4,1,5,2,24,3,3,1,3,5,4,1963,1963,4,2,9,9,2,226,4,5,2,4,4,2,5,1159,6,0,413,1572,2,3,2,5,1572,0,0,1572,1,0,1,1,3,1,4,5,7,2,5,1,1963,2,3,995,5,5,3,0,263,0,0,263,0,2.217,2.005,2.886,0,5,2007,9,5,186700
"1186",1186,50,4,60,9738,2,1.106,4,4,1,5,1,8,3,3,1,1,5,7,1924,1950,2,2,1,1,3,0,4,3,1,4,4,4,2,392,6,0,392,784,2,3,2,5,949,272,0,1221,1,0,1,0,4,1,4,7,7,0,3.163,2,1965,3,1,392,5,5,3,0,0,236,0,0,0,2.428,2.875,2.71,0,3,2006,9,5,104900
"1187",1187,190,4,107,10615,2,1.18,1,1,1,1,2,18,1,1,2,6,3,5,1900,1970,2,2,7,7,3,0,4,5,2,2,4,3,2,440,6,0,538,978,2,5,2,5,1014,685,0,1699,1,0,2,0,3,2,4,7,7,0,3.57333333333333,5,1920,3,2,420,2,2,3,0,74,0,0,0,0,2.315,2.6465,2.777,0,8,2009,9,1,95000
"1188",1188,20,4,89,12461,2,1.785,4,4,1,1,1,14,3,3,1,3,8,5,1994,1995,2,2,8,8,3,0,3,5,3,3,4,4,3,1456,6,0,168,1624,2,1,2,5,1624,0,0,1624,1,0,2,0,2,1,3,5,7,1,2,2,1994,2,3,757,5,5,3,0,114,192,0,0,0,1.908,1,2.905,0,7,2006,9,5,262000
"1189",1189,60,4,68,8935,2,1.853,1,4,1,5,1,6,3,3,1,6,7,5,2002,2002,2,2,13,14,2,95,3,5,3,3,4,4,6,0,6,0,831,831,2,1,2,5,831,829,0,1660,0,0,2,1,3,1,3,7,7,0,4.7115,2,2002,2,2,493,5,5,3,144,68,0,0,0,0,2.334,1.76683333333333,2.95,0,7,2009,9,5,195000
"1190",1190,60,4,60,7500,2,1.82,4,4,1,5,1,9,3,3,1,6,7,5,1999,1999,2,2,13,14,3,0,4,5,3,4,4,4,6,0,6,0,994,994,2,3,2,5,1028,776,0,1804,0,0,2,1,3,1,3,7,7,1,5,2,1999,1,2,442,5,5,3,140,60,0,0,0,0,2.375,1.57383333333333,2.941,0,6,2010,9,5,189000
"1191",1191,190,4,82.2067666666667,32463,2,1.669,4,3,1,5,2,12,3,3,2,3,4,4,1961,1975,2,2,9,9,4,149,4,3,2,4,4,1,2,1159,6,0,90,1249,2,1,2,5,1622,0,0,1622,1,0,1,0,3,1,4,7,7,1,5,1,1975,1,4,1356,5,5,3,439,0,0,0,0,0,2.353,1.932,2.829,0,3,2007,9,5,168000
"1192",1192,160,2,24,2645,2,2,4,4,1,5,1,21,3,3,4,6,8,5,1999,2000,2,2,9,9,2,456,3,5,3,3,4,4,6,0,6,0,776,776,2,1,2,5,764,677,0,1441,0,0,2,1,2,1,3,5,7,0,4.266,6,1999,3,2,492,5,5,3,206,0,0,0,0,0,2.341,1.661,2.836,0,11,2007,9,5,174000
"1193",1193,50,5,60,9600,2,1,4,4,1,5,1,18,3,3,1,1,5,8,1925,1994,3,2,13,14,3,0,4,5,3,4,4,3,6,0,6,0,702,702,2,3,2,5,842,630,0,1472,0,0,1,0,3,1,3,6,7,0,3.1055,6,1925,3,1,250,5,2,2,0,0,84,0,0,0,2.34,2,2.72,0,7,2007,9,5,125000
"1194",1194,120,5,35.867641025641,4500,2,1.835,4,4,1,3,1,12,3,3,5,3,6,5,1999,1999,4,2,13,14,2,425,4,5,3,1,4,4,3,883,6,0,341,1224,2,1,2,5,1224,0,0,1224,1,0,2,0,2,1,4,5,7,0,3.5141,2,1999,1,2,402,5,5,3,0,304,0,0,0,0,2.357,1.775,2.777,0,6,2009,9,5,165000
"1195",1195,60,4,80,9364,2,1.31,4,4,1,1,1,19,3,3,1,6,6,7,1969,1969,2,2,7,7,4,143,4,5,2,4,4,4,1,371,6,0,292,663,2,5,2,5,663,689,0,1352,0,0,1,1,4,1,4,7,7,0,4.372,2,1969,1,1,299,5,5,3,379,36,0,0,0,0,2.345,3,2.923,0,3,2010,9,5,158000
"1196",1196,60,4,51,8029,2,1.785,1,4,1,5,1,9,3,3,1,6,6,5,2005,2005,2,2,13,14,3,0,4,5,3,3,4,4,6,0,6,0,728,728,2,1,2,5,728,728,0,1456,0,0,2,1,3,1,3,8,7,0,3.1835,2,2005,1,2,400,5,5,3,100,24,0,0,0,0,2.438,1.81983333333333,2.829,0,7,2008,9,5,176000
"1197",1197,60,4,58,14054,2,1.842,1,4,1,5,1,9,3,3,1,6,7,5,2006,2006,2,2,13,14,3,0,3,5,3,3,4,1,6,0,6,0,879,879,2,1,2,5,879,984,0,1863,0,0,2,1,4,1,3,9,7,1,3,4,2006,1,3,660,5,5,3,100,17,0,0,0,0,2.316,1.69483333333333,2.84,0,11,2006,7,6,219210
"1198",1198,75,5,65,8850,2,1.197,1,1,1,1,1,18,3,3,1,5,7,6,1916,1950,2,2,9,9,3,0,4,5,1,4,4,4,6,0,6,0,815,815,2,1,2,5,815,875,0,1690,0,0,1,0,3,1,4,7,7,1,3,6,1916,3,1,225,5,5,3,0,0,330,0,0,0,2.355,2.52266666666667,2.807,0,7,2006,5,5,144000
"1199",1199,20,4,70,9100,2,1.864,4,4,1,5,1,6,3,3,1,3,7,5,2001,2001,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,1212,1212,2,1,2,5,1212,0,0,1212,0,0,2,0,3,1,3,6,7,0,4.663,2,2001,2,2,573,5,5,3,356,0,0,0,0,0,2.423,1.509,2.919,0,6,2009,9,5,178000
"1200",1200,20,4,75,11235,2,1.279,4,4,1,5,1,19,3,3,1,3,4,5,1963,1979,2,2,7,7,2,51,4,5,2,4,4,4,5,547,6,0,504,1051,2,3,2,5,1382,0,0,1382,0,0,1,1,3,1,4,6,7,1,4,2,1974,3,2,459,5,5,3,0,82,0,0,0,0,2.279,2.824,2.937,0,10,2006,9,5,148000
"1201",1201,20,4,71,9353,2,1.181,4,4,1,5,1,13,3,3,1,3,4,5,1970,1970,2,2,9,9,3,0,4,5,2,4,4,4,6,0,6,0,864,864,2,3,2,5,864,0,0,864,0,0,1,0,3,1,4,5,7,0,4.097,2,1972,3,1,280,5,5,3,0,0,0,0,0,0,2.287,2.8096,3,0,7,2006,8,1,116050
"1202",1202,60,4,80,10400,2,1.787,4,4,1,1,1,6,3,3,1,6,7,5,1998,1998,2,2,13,14,3,0,4,5,3,3,4,1,6,0,6,0,866,866,2,1,2,5,866,913,0,1779,0,0,2,1,3,1,3,6,7,0,4.859,2,1998,2,2,546,5,5,3,198,36,0,0,0,0,2.424,1.85983333333333,2.896,0,3,2009,9,5,197900
"1203",1203,50,5,50,6000,2,1.21,4,4,1,1,1,4,3,3,1,1,5,8,1925,1997,2,2,14,15,3,0,4,5,1,4,4,4,6,0,6,0,884,884,2,1,2,5,884,464,0,1348,1,0,1,0,3,1,4,5,7,1,2,6,1960,3,1,216,5,5,1,0,0,208,0,0,0,2.372,2.665,2.752,0,5,2009,9,5,117000
"1204",1204,20,4,75,9750,2,1.837,4,4,1,5,1,6,3,3,1,3,7,5,2000,2001,2,2,13,14,2,171,3,5,3,3,4,4,6,0,6,0,1630,1630,2,1,2,5,1630,0,0,1630,0,0,2,0,3,1,3,6,7,1,5,2,2000,3,2,451,5,5,3,74,234,0,0,0,0,2.38,1.702,2.96,0,10,2009,9,5,213000
"1205",1205,20,4,78,10140,2,1.313,4,4,1,5,1,17,3,3,1,3,5,6,1975,1975,2,2,7,7,3,0,4,5,2,3,4,4,1,788,6,0,268,1056,2,1,2,5,1074,0,0,1074,1,0,1,1,3,1,4,6,7,0,4.54933333333333,2,1975,2,2,495,5,5,3,0,88,0,0,0,0,2.184,3,2.955,0,7,2006,9,5,153500
"1206",1206,20,4,90,14684,2,1.798,1,4,1,2,1,20,3,3,1,3,7,7,1990,1991,4,2,7,7,2,234,3,5,2,3,4,3,1,485,2,177,1496,2158,2,3,2,5,2196,0,0,2196,0,0,2,0,3,1,3,7,7,1,5,2,1990,2,3,701,5,5,3,84,70,0,0,0,0,2.15,1.963,2.884,0,6,2009,9,5,271900
